USUARIAS,SEGMENTO,CIUDAD,DEPARTAMENTO,PAIS,DISTRITO,ETAPA_BEBE
69,Bronce,MANIZALES,CALDAS,COLOMBIA,EJE CAFETERO,explorador
18,Bronce,BUENAVENTURA,VALLE DEL CAUCA,COLOMBIA,PACIFICO,explorador
1,Oro,CONSACA,NARI?O,COLOMBIA,PACIFICO,aventurero
1,Bronce,NEIRA,CALDAS,COLOMBIA,EJE CAFETERO,aventurero
13,Plata,ITAGUI,ANTIOQUIA,COLOMBIA,ANTIOQUIA,acostadito
1,Oro,SALGAR,ANTIOQUIA,COLOMBIA,ANTIOQUIA,acostadito
3,Oro,ANSERMA,CALDAS,COLOMBIA,EJE CAFETERO,explorador
14,Bronce,FUNZA,CUNDINAMARCA,COLOMBIA,CUNDI-BOY,explorador
73,Bronce,SOLEDAD,ATLANTICO,COLOMBIA,ATLANTICO,explorador
46,Plata,PEREIRA,RISARALDA,COLOMBIA,EJE CAFETERO,explorador
1,Plata,VENTAQUEMADA,BOYACA,COLOMBIA,CUNDI-BOY,aventurero
4,Plata,SAN AGUSTIN,HUILA,COLOMBIA,CENTRO,explorador
8,Plata,TULUA,VALLE DEL CAUCA,COLOMBIA,PACIFICO,recien nacido
20,Plata,POPAYAN,CAUCA,COLOMBIA,PACIFICO,acostadito
4,Oro,YUMBO,VALLE DEL CAUCA,COLOMBIA,PACIFICO,recien nacido
5,Oro,COGUA,CUNDINAMARCA,COLOMBIA,CUNDI-BOY,explorador
3,Bronce,SIBATE,CUNDINAMARCA,COLOMBIA,CUNDI-BOY,aventurero
11,Bronce,DOSQUEBRADAS,RISARALDA,COLOMBIA,EJE CAFETERO,aventurero
1,Oro,HERVEO,TOLIMA,COLOMBIA,CENTRO,acostadito
25,Oro,CALDAS,ANTIOQUIA,COLOMBIA,ANTIOQUIA,explorador
39,Oro,SOLEDAD,ATLANTICO,COLOMBIA,ATLANTICO,acostadito
5,Plata,GIRARDOT,CUNDINAMARCA,COLOMBIA,CUNDI-BOY,recien nacido
1,Oro,MONTENEGRO,QUINDIO,COLOMBIA,EJE CAFETERO,aventurero
40,Oro,PEREIRA,RISARALDA,COLOMBIA,EJE CAFETERO,acostadito
2,Bronce,AMBALEMA,TOLIMA,COLOMBIA,CENTRO,aventurero
6,Oro,LA CEJA,ANTIOQUIA,COLOMBIA,ANTIOQUIA,acostadito
30,Oro,ITAGUI,ANTIOQUIA,COLOMBIA,ANTIOQUIA,acostadito
1,Plata,ROZO,VALLE DEL CAUCA,COLOMBIA,PACIFICO,acostadito
40,Plata,IBAGUE,TOLIMA,COLOMBIA,CENTRO,recien nacido
8,Bronce,GIRARDOTA,ANTIOQUIA,COLOMBIA,ANTIOQUIA,explorador
3,Oro,FUSAGASUGA,CUNDINAMARCA,COLOMBIA,CUNDI-BOY,recien nacido
5,Oro,MOCOA,PUTUMAYO,COLOMBIA,PACIFICO,explorador
11,Bronce,FUSAGASUGA,CUNDINAMARCA,COLOMBIA,CUNDI-BOY,explorador
54,Oro,MANIZALES,CALDAS,COLOMBIA,EJE CAFETERO,recien nacido
8,Bronce,ACACIAS,META,COLOMBIA,LLANOS,aventurero
99,Bronce,SOACHA,CUNDINAMARCA,COLOMBIA,CUNDI-BOY,explorador
6,Bronce,VILLA DE SAN DIEGO DE UBATE,CUNDINAMARCA,COLOMBIA,CUNDI-BOY,explorador
26,Bronce,SANTA MARTA,MAGDALENA,COLOMBIA,ATLANTICO,recien nacido
5,Bronce,SAN MARTIN,CESAR,COLOMBIA,ATLANTICO,explorador
5,Oro,TAME,ARAUCA,COLOMBIA,LLANOS,recien nacido
1,Plata,SAN MARTIN,CESAR,COLOMBIA,ATLANTICO,aventurero
26,Bronce,FLORIDABLANCA,SANTANDER,COLOMBIA,SANTANDERES,explorador
1,Plata,SALAZAR,NORTE DE SANTANDER,COLOMBIA,SANTANDERES,embarazada
17,Plata,PALMIRA,VALLE DEL CAUCA,COLOMBIA,PACIFICO,acostadito
1,Oro,SALAMINA,CALDAS,COLOMBIA,EJE CAFETERO,recien nacido
4,Oro,CHAPARRAL,TOLIMA,COLOMBIA,CENTRO,explorador
32,Plata,BELLO,ANTIOQUIA,COLOMBIA,ANTIOQUIA,recien nacido
2,Bronce,COPACABANA,ANTIOQUIA,COLOMBIA,ANTIOQUIA,embarazada
5,Bronce,VILLAMARIA,CALDAS,COLOMBIA,EJE CAFETERO,explorador
1,Plata,SAN JOSE DEL FRAGUA,CAQUETA,COLOMBIA,LLANOS,explorador
22,Oro,RIONEGRO,ANTIOQUIA,COLOMBIA,ANTIOQUIA,recien nacido
29,Plata,SOACHA,CUNDINAMARCA,COLOMBIA,CUNDI-BOY,acostadito
2,Oro,LIBANO,TOLIMA,COLOMBIA,CENTRO,explorador
6,Bronce,TOCANCIPA,CUNDINAMARCA,COLOMBIA,CUNDI-BOY,explorador
1,Oro,SILVANIA,CUNDINAMARCA,COLOMBIA,CUNDI-BOY,recien nacido
9,Oro,FUNZA,CUNDINAMARCA,COLOMBIA,CUNDI-BOY,recien nacido
1,Bronce,CIMITARRA,SANTANDER,COLOMBIA,SANTANDERES,acostadito
11,Bronce,ZIPAQUIRA,CUNDINAMARCA,COLOMBIA,CUNDI-BOY,aventurero
1,Bronce,BUESACO,NARI?O,COLOMBIA,PACIFICO,embarazada
7,Plata,CHINCHINA,CALDAS,COLOMBIA,EJE CAFETERO,recien nacido
55,Plata,BARRANQUILLA,ATLANTICO,COLOMBIA,ATLANTICO,recien nacido
4,Bronce,SAN GIL,SANTANDER,COLOMBIA,SANTANDERES,acostadito
9,Bronce,YUMBO,VALLE DEL CAUCA,COLOMBIA,PACIFICO,acostadito
1,Plata,VITERBO,CALDAS,COLOMBIA,EJE CAFETERO,explorador
3,Bronce,GUACARI,VALLE DEL CAUCA,COLOMBIA,PACIFICO,explorador
2,Bronce,SAN ANDRES DE TUMACO,NARI?O,COLOMBIA,PACIFICO,aventurero
2,Plata,SANDONA,NARI?O,COLOMBIA,PACIFICO,acostadito
3,Plata,CALARCA,QUINDIO,COLOMBIA,EJE CAFETERO,acostadito
2,Bronce,SAN VICENTE DEL CAGUAN,CAQUETA,COLOMBIA,LLANOS,recien nacido
11,Oro,MOSQUERA,CUNDINAMARCA,COLOMBIA,CUNDI-BOY,acostadito
5,Bronce,CALDAS,ANTIOQUIA,COLOMBIA,ANTIOQUIA,acostadito
7,Plata,MANIZALES,CALDAS,COLOMBIA,EJE CAFETERO,embarazada
1,Bronce,CA?ASGORDAS,ANTIOQUIA,COLOMBIA,ANTIOQUIA,recien nacido
2,Oro,CHIGORODO,ANTIOQUIA,COLOMBIA,ANTIOQUIA,acostadito
31,Bronce,ARMENIA,QUINDIO,COLOMBIA,EJE CAFETERO,recien nacido
1,Oro,SALAZAR,NORTE DE SANTANDER,COLOMBIA,SANTANDERES,embarazada
6,Bronce,FUSAGASUGA,CUNDINAMARCA,COLOMBIA,CUNDI-BOY,embarazada
1,Plata,PATIA,CAUCA,COLOMBIA,PACIFICO,acostadito
7,Plata,MONTERIA,CORDOBA,COLOMBIA,ATLANTICO,acostadito
1,Plata,GUAMO,TOLIMA,COLOMBIA,CENTRO,recien nacido
9,Bronce,MADRID,CUNDINAMARCA,COLOMBIA,CUNDI-BOY,recien nacido
1,Oro,MOSQUERA,CUNDINAMARCA,COLOMBIA,CUNDI-BOY,embarazada
3,Bronce,SANTA FE DE ANTIOQUIA,ANTIOQUIA,COLOMBIA,ANTIOQUIA,recien nacido
3,Bronce,SAN SEBASTIAN DE MARIQUITA,TOLIMA,COLOMBIA,CENTRO,explorador
1,Bronce,SAN JUAN DE RIOSECO,CUNDINAMARCA,COLOMBIA,CUNDI-BOY,explorador
25,Oro,IPIALES,NARI?O,COLOMBIA,PACIFICO,recien nacido
8,Oro,SABANETA,ANTIOQUIA,COLOMBIA,ANTIOQUIA,acostadito
12,Bronce,ZIPAQUIRA,CUNDINAMARCA,COLOMBIA,CUNDI-BOY,acostadito
18,Plata,SOLEDAD,ATLANTICO,COLOMBIA,ATLANTICO,recien nacido
1,Oro,BARANOA-ATLANTICO,ATLANTICO,COLOMBIA,ATLANTICO,recien nacido
1,Oro,RIONEGRO,SANTANDER,COLOMBIA,SANTANDERES,recien nacido
2,Bronce,BELEN DE UMBRIA,RISARALDA,COLOMBIA,EJE CAFETERO,embarazada
5,Plata,APARTADO,ANTIOQUIA,COLOMBIA,ANTIOQUIA,recien nacido
11,Bronce,GRANADA,META,COLOMBIA,LLANOS,aventurero
7,Bronce,CALARCA,QUINDIO,COLOMBIA,EJE CAFETERO,explorador
14,Bronce,TULUA,VALLE DEL CAUCA,COLOMBIA,PACIFICO,aventurero
1,Bronce,TIMBIO,CAUCA,COLOMBIA,PACIFICO,recien nacido
3,Plata,PAIPA,BOYACA,COLOMBIA,CUNDI-BOY,recien nacido
4,Bronce,MOMPOS,BOLIVAR,COLOMBIA,ATLANTICO,explorador
5,Plata,QUIBDO,CHOCO,COLOMBIA,ANTIOQUIA,aventurero
2,Bronce,BOYACA,BOYACA,COLOMBIA,CUNDI-BOY,aventurero
4,Oro,LERIDA,TOLIMA,COLOMBIA,CENTRO,explorador
12,Oro,TURBACO,BOLIVAR,COLOMBIA,ATLANTICO,explorador
3,Oro,EL TAMBO,NARI?O,COLOMBIA,PACIFICO,explorador
5,Plata,YOPAL,CASANARE,COLOMBIA,LLANOS,aventurero
1,Oro,ZARZAL,VALLE DEL CAUCA,COLOMBIA,PACIFICO,recien nacido
11,Oro,IBAGUE,TOLIMA,COLOMBIA,CENTRO,embarazada
5,Oro,JAMUNDI,VALLE DEL CAUCA,COLOMBIA,PACIFICO,aventurero
1,Oro,SAN ONOFRE,SUCRE,COLOMBIA,ATLANTICO,acostadito
1,Bronce,CANDELARIA-ATLANTICO,ATLANTICO,COLOMBIA,ATLANTICO,aventurero
3,Oro,CARTAGO,VALLE DEL CAUCA,COLOMBIA,PACIFICO,acostadito
1,Bronce,GUACARI,VALLE DEL CAUCA,COLOMBIA,PACIFICO,aventurero
1,Plata,SAN ANTONIO DE PRADO,ANTIOQUIA,COLOMBIA,ANTIOQUIA,recien nacido
4,Oro,PRADERA,VALLE DEL CAUCA,COLOMBIA,PACIFICO,aventurero
1,Plata,SAN JUAN DEL CESAR,LA GUAJIRA,COLOMBIA,ATLANTICO,recien nacido
4,Oro,GIRARDOT,CUNDINAMARCA,COLOMBIA,CUNDI-BOY,recien nacido
1,Bronce,ORTIGAL,CAUCA,COLOMBIA,PACIFICO,aventurero
1,Oro,CIMITARRA,SANTANDER,COLOMBIA,SANTANDERES,aventurero
1,Plata,FUNDACION,MAGDALENA,COLOMBIA,ATLANTICO,aventurero
5,Oro,EL TAMBO,NARI?O,COLOMBIA,PACIFICO,aventurero
3,Oro,QUIMBAYA,QUINDIO,COLOMBIA,EJE CAFETERO,explorador
6,Plata,YUMBO,VALLE DEL CAUCA,COLOMBIA,PACIFICO,aventurero
1,Oro,GOMEZ PLATA,ANTIOQUIA,COLOMBIA,ANTIOQUIA,aventurero
1,Oro,PRADERA,VALLE DEL CAUCA,COLOMBIA,PACIFICO,explorador
5,Plata,TUQUERRES,NARI?O,COLOMBIA,PACIFICO,aventurero
2,Plata,AGUSTIN CODAZZI,CESAR,COLOMBIA,ATLANTICO,explorador
1,Oro,SAN MIGUEL,PUTUMAYO,COLOMBIA,PACIFICO,aventurero
7,Oro,ESPINAL,TOLIMA,COLOMBIA,CENTRO,explorador
4,Plata,MOCOA,PUTUMAYO,COLOMBIA,PACIFICO,aventurero
2,Plata,PUERTO BERRIO,ANTIOQUIA,COLOMBIA,ANTIOQUIA,explorador
1,Plata,RIOHACHA,LA GUAJIRA,COLOMBIA,ATLANTICO,aventurero
2,Oro,TURBANA,BOLIVAR,COLOMBIA,ATLANTICO,aventurero
9,Plata,VALLEDUPAR,CESAR,COLOMBIA,ATLANTICO,acostadito
1,Plata,RIONEGRO,SANTANDER,COLOMBIA,SANTANDERES,aventurero
1,Oro,LA VEGA,CUNDINAMARCA,COLOMBIA,CUNDI-BOY,explorador
4,Plata,CANDELARIA,VALLE DEL CAUCA,COLOMBIA,PACIFICO,explorador
1,Plata,ABREGO,NORTE DE SANTANDER,COLOMBIA,SANTANDERES,explorador
4,Bronce,CHAPARRAL,TOLIMA,COLOMBIA,CENTRO,explorador
1,Plata,SEGOVIA,ANTIOQUIA,COLOMBIA,ANTIOQUIA,recien nacido
2,Bronce,BUGALAGRANDE,VALLE DEL CAUCA,COLOMBIA,PACIFICO,explorador
2,Oro,MARMATO,CALDAS,COLOMBIA,EJE CAFETERO,explorador
5,Bronce,MADRID,CUNDINAMARCA,COLOMBIA,CUNDI-BOY,acostadito
4,Oro,MALAMBO,ATLANTICO,COLOMBIA,ATLANTICO,recien nacido
1,Oro,SATIVANORTE,BOYACA,COLOMBIA,CUNDI-BOY,acostadito
2,Oro,DOLORES,TOLIMA,COLOMBIA,CENTRO,explorador
2,Plata,MARSELLA,RISARALDA,COLOMBIA,EJE CAFETERO,explorador
1,Bronce,GRAMALOTE,NORTE DE SANTANDER,COLOMBIA,SANTANDERES,acostadito
24,Plata,PEREIRA,RISARALDA,COLOMBIA,EJE CAFETERO,acostadito
1,Plata,CHINCHINA,CALDAS,COLOMBIA,EJE CAFETERO,explorador
1,Oro,GUASCA,CUNDINAMARCA,COLOMBIA,CUNDI-BOY,acostadito
6,Bronce,EL CARMEN DE VIBORAL,ANTIOQUIA,COLOMBIA,ANTIOQUIA,explorador
1,Bronce,RAGONVALIA,NORTE DE SANTANDER,COLOMBIA,SANTANDERES,explorador
2,Bronce,PENSILVANIA,CALDAS,COLOMBIA,EJE CAFETERO,explorador
1,Bronce,BUESACO,NARI?O,COLOMBIA,PACIFICO,recien nacido
4,Oro,GARZON,HUILA,COLOMBIA,CENTRO,explorador
1,Plata,SANTA BARBARA,ANTIOQUIA,COLOMBIA,ANTIOQUIA,acostadito
2,Plata,GRANADA,META,COLOMBIA,LLANOS,recien nacido
1,Plata,MAGANGUE,BOLIVAR,COLOMBIA,ATLANTICO,embarazada
1,Plata,SAMPUES,SUCRE,COLOMBIA,ATLANTICO,recien nacido
1,Oro,CHOACHI,CUNDINAMARCA,COLOMBIA,CUNDI-BOY,recien nacido
3,Bronce,TUQUERRES,NARI?O,COLOMBIA,PACIFICO,explorador
2,Bronce,BOLIVAR-VALLE,VALLE DEL CAUCA,COLOMBIA,PACIFICO,recien nacido
25,Bronce,CARTAGENA DE INDIAS,BOLIVAR,COLOMBIA,ATLANTICO,embarazada
1,Plata,CORDOBA,NARI?O,COLOMBIA,PACIFICO,explorador
1,Plata,CARMEN DE CARUPA,CUNDINAMARCA,COLOMBIA,CUNDI-BOY,explorador
1,Plata,CIUDAD BOLIVAR,ANTIOQUIA,COLOMBIA,ANTIOQUIA,acostadito
3,Oro,CANDELARIA,VALLE DEL CAUCA,COLOMBIA,PACIFICO,recien nacido
4,Oro,SUAZA,HUILA,COLOMBIA,CENTRO,explorador
7,Bronce,CIENAGA,MAGDALENA,COLOMBIA,ATLANTICO,acostadito
1,Bronce,PAEZ,CAUCA,COLOMBIA,PACIFICO,recien nacido
1,Bronce,EL PLAYON,SANTANDER,COLOMBIA,SANTANDERES,explorador
1,Oro,FREDONIA,ANTIOQUIA,COLOMBIA,ANTIOQUIA,recien nacido
5,Bronce,LOS PATIOS,NORTE DE SANTANDER,COLOMBIA,SANTANDERES,recien nacido
1,Oro,BARRANCAS,LA GUAJIRA,COLOMBIA,ATLANTICO,acostadito
1,Bronce,GUACHUCAL,NARI?O,COLOMBIA,PACIFICO,explorador
1,Bronce,PIVIJAY,MAGDALENA,COLOMBIA,ATLANTICO,recien nacido
1,Bronce,SANTUARIO,RISARALDA,COLOMBIA,EJE CAFETERO,recien nacido
7,Bronce,AGUACHICA,CESAR,COLOMBIA,ATLANTICO,acostadito
1,Bronce,COLOMBIA,HUILA,COLOMBIA,CENTRO,acostadito
2,Bronce,CHICORAL,TOLIMA,COLOMBIA,CENTRO,explorador
1,Bronce,EL CASTILLO,META,COLOMBIA,LLANOS,recien nacido
1,Bronce,LA UNION,VALLE DEL CAUCA,COLOMBIA,PACIFICO,recien nacido
1,Oro,GUAMAL,META,COLOMBIA,LLANOS,explorador
1,Bronce,ORITO,PUTUMAYO,COLOMBIA,PACIFICO,recien nacido
2,Oro,GIGANTE,HUILA,COLOMBIA,CENTRO,aventurero
2,Oro,GUEPSA,SANTANDER,COLOMBIA,SANTANDERES,recien nacido
28,Bronce,ARMENIA,QUINDIO,COLOMBIA,EJE CAFETERO,aventurero
2,Plata,JAMUNDI,VALLE DEL CAUCA,COLOMBIA,PACIFICO,aventurero
1,Oro,SOCHA,BOYACA,COLOMBIA,CUNDI-BOY,explorador
1,Plata,CANDELARIA-ATLANTICO,ATLANTICO,COLOMBIA,ATLANTICO,acostadito
2,Plata,EL BANCO,MAGDALENA,COLOMBIA,ATLANTICO,aventurero
3,Oro,SUBA,CUNDINAMARCA,COLOMBIA,CUNDI-BOY,aventurero
1,Bronce,CHINU-CORDOBA,CORDOBA,COLOMBIA,ATLANTICO,aventurero
1,Oro,GUATAPE,ANTIOQUIA,COLOMBIA,ANTIOQUIA,explorador
1,Oro,PUPIALES,NARI?O,COLOMBIA,PACIFICO,aventurero
1,Oro,CAMPAMENTO,ANTIOQUIA,COLOMBIA,ANTIOQUIA,aventurero
3,Bronce,ZARZAL,VALLE DEL CAUCA,COLOMBIA,PACIFICO,aventurero
2,Oro,PUERTO ASIS,PUTUMAYO,COLOMBIA,PACIFICO,aventurero
3,Oro,LA UNION-ANTIOQUIA,ANTIOQUIA,COLOMBIA,ANTIOQUIA,explorador
1,Oro,CHACHAGUI,NARI?O,COLOMBIA,PACIFICO,explorador
1,Plata,EL TAMBO,CAUCA,COLOMBIA,PACIFICO,explorador
3,Bronce,PUERTO ASIS,PUTUMAYO,COLOMBIA,PACIFICO,explorador
1,Plata,FLANDES,TOLIMA,COLOMBIA,CENTRO,acostadito
2,Oro,RIVERA,HUILA,COLOMBIA,CENTRO,explorador
1,Plata,SUAREZ,CAUCA,COLOMBIA,PACIFICO,explorador
1,Oro,PE?OL,ANTIOQUIA,COLOMBIA,ANTIOQUIA,acostadito
1,Plata,SOCHA,BOYACA,COLOMBIA,CUNDI-BOY,explorador
1,Plata,ARMERO,TOLIMA,COLOMBIA,CENTRO,explorador
1,Oro,TIBU,NORTE DE SANTANDER,COLOMBIA,SANTANDERES,explorador
1,Oro,VALDIVIA,ANTIOQUIA,COLOMBIA,ANTIOQUIA,acostadito
1,Bronce,AMALFI,ANTIOQUIA,COLOMBIA,ANTIOQUIA,acostadito
1,Bronce,MANAURE BALCON DEL CESAR,CESAR,COLOMBIA,ATLANTICO,acostadito
1,Oro,ESPINAL,TOLIMA,COLOMBIA,CENTRO,acostadito
3,Oro,PIEDECUESTA,SANTANDER,COLOMBIA,SANTANDERES,embarazada
2,Plata,AGUADAS,CALDAS,COLOMBIA,EJE CAFETERO,embarazada
1,Plata,CIUDAD BOLIVAR,ANTIOQUIA,COLOMBIA,ANTIOQUIA,explorador
2,Oro,MANZANARES,CALDAS,COLOMBIA,EJE CAFETERO,acostadito
2,Bronce,BOYACA,BOYACA,COLOMBIA,CUNDI-BOY,acostadito
1,Oro,SANTA MARIA,HUILA,COLOMBIA,CENTRO,acostadito
2,Bronce,LETICIA,AMAZONAS,COLOMBIA,OTRO,aventurero
1,Plata,VICTORIA,CALDAS,COLOMBIA,EJE CAFETERO,acostadito
1,Oro,AMAGA,ANTIOQUIA,COLOMBIA,ANTIOQUIA,acostadito
1,Plata,CURILLO,CAQUETA,COLOMBIA,LLANOS,acostadito
3,Oro,AQUITANIA,BOYACA,COLOMBIA,CUNDI-BOY,explorador
1,Oro,MOCOA,PUTUMAYO,COLOMBIA,PACIFICO,acostadito
2,Oro,CASTILLA LA NUEVA,META,COLOMBIA,LLANOS,acostadito
2,Bronce,GARZON,HUILA,COLOMBIA,CENTRO,acostadito
1,Oro,MILAN,CAQUETA,COLOMBIA,LLANOS,recien nacido
2,Plata,NEMOCON,CUNDINAMARCA,COLOMBIA,CUNDI-BOY,explorador
1,Plata,SEVILLA,VALLE DEL CAUCA,COLOMBIA,PACIFICO,explorador
1,Plata,NATAGAIMA,TOLIMA,COLOMBIA,CENTRO,acostadito
7,Oro,GRANADA,META,COLOMBIA,LLANOS,recien nacido
1,Oro,ARMENIA,ANTIOQUIA,COLOMBIA,ANTIOQUIA,recien nacido
1,Oro,VILLANUEVA,CASANARE,COLOMBIA,LLANOS,recien nacido
1,Bronce,SANTA ANA,MAGDALENA,COLOMBIA,ATLANTICO,aventurero
1,Plata,PALERMO,HUILA,COLOMBIA,CENTRO,recien nacido
2,Bronce,SANTA ROSA DE OSOS,ANTIOQUIA,COLOMBIA,ANTIOQUIA,aventurero
1,Oro,SABANALARGA,ATLANTICO,COLOMBIA,ATLANTICO,embarazada
5,Bronce,LA PLATA,HUILA,COLOMBIA,CENTRO,explorador
1,Oro,PORE,CASANARE,COLOMBIA,LLANOS,recien nacido
1,Oro,GUACA,SANTANDER,COLOMBIA,SANTANDERES,recien nacido
4,Bronce,BOSA,CUNDINAMARCA,COLOMBIA,CUNDI-BOY,recien nacido
1,Plata,LA TEBAIDA,QUINDIO,COLOMBIA,EJE CAFETERO,explorador
1,Bronce,SIMACOTA,SANTANDER,COLOMBIA,SANTANDERES,recien nacido
1,Plata,TOLIMA,TOLIMA,COLOMBIA,CENTRO,recien nacido
5,Plata,MAGANGUE,BOLIVAR,COLOMBIA,ATLANTICO,explorador
1,Bronce,LOS CORDOBAS,CORDOBA,COLOMBIA,ATLANTICO,explorador
1,Bronce,SALENTO,QUINDIO,COLOMBIA,EJE CAFETERO,recien nacido
1,Bronce,ROLDANILLO,VALLE DEL CAUCA,COLOMBIA,PACIFICO,acostadito
2,Bronce,TOCANCIPA,CUNDINAMARCA,COLOMBIA,CUNDI-BOY,embarazada
5,Bronce,RIOHACHA,LA GUAJIRA,COLOMBIA,ATLANTICO,recien nacido
3,Bronce,TURBO,ANTIOQUIA,COLOMBIA,ANTIOQUIA,recien nacido
1,Plata,OROCUE,CASANARE,COLOMBIA,LLANOS,recien nacido
3,Bronce,QUIBDO,CHOCO,COLOMBIA,ANTIOQUIA,recien nacido
1,Bronce,ORTEGA,TOLIMA,COLOMBIA,CENTRO,explorador
1,Oro,CAIMITO,SUCRE,COLOMBIA,ATLANTICO,explorador
1,Oro,SAN LUIS,TOLIMA,COLOMBIA,CENTRO,aventurero
1,Oro,POLONUEVO,ATLANTICO,COLOMBIA,ATLANTICO,explorador
1,Oro,CISNEROS,ANTIOQUIA,COLOMBIA,ANTIOQUIA,recien nacido
2,Plata,MOSQUERA,CUNDINAMARCA,COLOMBIA,CUNDI-BOY,embarazada
4,Plata,MARINILLA,ANTIOQUIA,COLOMBIA,ANTIOQUIA,aventurero
2,Bronce,GUASCA,CUNDINAMARCA,COLOMBIA,CUNDI-BOY,explorador
2,Oro,VILLANUEVA,SANTANDER,COLOMBIA,SANTANDERES,aventurero
1,Oro,TIMANA,HUILA,COLOMBIA,CENTRO,aventurero
2,Plata,LA FLORIDA,NARI?O,COLOMBIA,PACIFICO,aventurero
2,Oro,VILLAGARZON,PUTUMAYO,COLOMBIA,PACIFICO,aventurero
1,Oro,LA VIRGINIA SANTANDER,RISARALDA,COLOMBIA,EJE CAFETERO,aventurero
1,Bronce,PUERTO BOYACA,BOYACA,COLOMBIA,CUNDI-BOY,explorador
2,Plata,FLORIDA- BUCARAMANGA,SANTANDER,COLOMBIA,SANTANDERES,explorador
3,Oro,OCAMONTE,SANTANDER,COLOMBIA,SANTANDERES,aventurero
1,Bronce,CARTAGENA DEL CHAIRA,CAQUETA,COLOMBIA,LLANOS,explorador
1,Plata,TENJO,CUNDINAMARCA,COLOMBIA,CUNDI-BOY,explorador
1,Plata,ORITO,PUTUMAYO,COLOMBIA,PACIFICO,explorador
2,Plata,AYAPEL,CORDOBA,COLOMBIA,ATLANTICO,explorador
1,Bronce,ITUANGO,ANTIOQUIA,COLOMBIA,ANTIOQUIA,aventurero
2,Oro,CAMPOALEGRE,HUILA,COLOMBIA,CENTRO,acostadito
2,Oro,LA VIRGINIA,RISARALDA,COLOMBIA,EJE CAFETERO,acostadito
2,Plata,ARAUQUITA,ARAUCA,COLOMBIA,LLANOS,acostadito
1,Oro,LA HORMIGA,PUTUMAYO,COLOMBIA,PACIFICO,acostadito
1,Oro,TARSO,ANTIOQUIA,COLOMBIA,ANTIOQUIA,explorador
2,Plata,CAJAMARCA,TOLIMA,COLOMBIA,CENTRO,explorador
2,Bronce,PACHO,CUNDINAMARCA,COLOMBIA,CUNDI-BOY,explorador
1,Oro,BOYACA,BOYACA,COLOMBIA,CUNDI-BOY,explorador
1,Plata,HISPANIA,ANTIOQUIA,COLOMBIA,ANTIOQUIA,acostadito
1,Oro,BARICHARA,SANTANDER,COLOMBIA,SANTANDERES,acostadito
2,Oro,CONSACA,NARI?O,COLOMBIA,PACIFICO,recien nacido
1,Bronce,LA MACARENA,META,COLOMBIA,LLANOS,explorador
2,Bronce,EL BAGRE,ANTIOQUIA,COLOMBIA,ANTIOQUIA,acostadito
1,Oro,BOYACA,BOYACA,COLOMBIA,CUNDI-BOY,acostadito
1,Plata,LA VIRGINIA,RISARALDA,COLOMBIA,EJE CAFETERO,embarazada
2,Plata,AGUACHICA,CESAR,COLOMBIA,ATLANTICO,acostadito
2,Bronce,RESTREPO,META,COLOMBIA,LLANOS,embarazada
1,Plata,MISTRATO,RISARALDA,COLOMBIA,EJE CAFETERO,explorador
2,Oro,VILLANUEVA,LA GUAJIRA,COLOMBIA,ATLANTICO,explorador
1,Bronce,LEBRIJA,SANTANDER,COLOMBIA,SANTANDERES,acostadito
2,Oro,FLANDES,TOLIMA,COLOMBIA,CENTRO,acostadito
2,Bronce,VILLAMARIA,CALDAS,COLOMBIA,EJE CAFETERO,acostadito
1,Oro,RESTREPO,META,COLOMBIA,LLANOS,recien nacido
1,Plata,FUNDACION,MAGDALENA,COLOMBIA,ATLANTICO,acostadito
3,Bronce,YOTOCO,VALLE DEL CAUCA,COLOMBIA,PACIFICO,aventurero
3,Bronce,TAME,ARAUCA,COLOMBIA,LLANOS,recien nacido
1,Oro,ARACATACA,MAGDALENA,COLOMBIA,ATLANTICO,recien nacido
1,Plata,TENA,CUNDINAMARCA,COLOMBIA,CUNDI-BOY,acostadito
1,Bronce,CHIMA,CORDOBA,COLOMBIA,ATLANTICO,explorador
1,Bronce,GUADALAJARA,N/A,COLOMBIA,,explorador
1,Bronce,YAGUARA,HUILA,COLOMBIA,CENTRO,explorador
1,Plata,LA MESA,CUNDINAMARCA,COLOMBIA,CUNDI-BOY,recien nacido
1,Plata,BARBOSA-SANTANDER,SANTANDER,COLOMBIA,SANTANDERES,embarazada
1,Plata,CACHIPAY,CUNDINAMARCA,COLOMBIA,CUNDI-BOY,explorador
1,Oro,SUAZA,HUILA,COLOMBIA,CENTRO,acostadito
1,Plata,VERGARA,CUNDINAMARCA,COLOMBIA,CUNDI-BOY,recien nacido
1,Bronce,PUERTO CARRE?O,VICHADA,COLOMBIA,OTRO,explorador
2,Bronce,CANDELARIA-ATLANTICO,ATLANTICO,COLOMBIA,ATLANTICO,recien nacido
1,Plata,TADO,CHOCO,COLOMBIA,ANTIOQUIA,acostadito
1,Bronce,CHISCAS,BOYACA,COLOMBIA,CUNDI-BOY,recien nacido
2,Oro,REMEDIOS,ANTIOQUIA,COLOMBIA,ANTIOQUIA,explorador
1,Bronce,INZA,CAUCA,COLOMBIA,PACIFICO,recien nacido
1,Bronce,CARMEN DE APICALA,TOLIMA,COLOMBIA,CENTRO,explorador
